"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cork","Euro","1264.83"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cork City","Euro","1449.53"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballincollig, Cork","Euro","1327.78"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballintemple, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballinure, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Bandon, Cork","Euro","1096.06"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Bantry, Cork","Euro","842.79"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Bishopstown, Cork","Euro","1551.49"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Blackpool, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Blackrock, Cork","Euro","1538.51"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Blarney, Cork","Euro","1324.05"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Carrigaline, Cork","Euro","1355.22"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Carrigtwohill, Cork","Euro","1286.05"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Castlemartyr, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Charleville, Cork","Euro","910.51"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Clonakilty, Cork","Euro","1080.24"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cloyne, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cobh, Cork","Euro","1117.02"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Crosshaven, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Douglas, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dunmanway, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Fermoy, Cork","Euro","979.13"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Frankfield, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Glanmire, Cork","Euro","1238.07"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Kanturk, Cork","Euro","966.8"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Kinsale, Cork","Euro","1532.6"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Macroom, Cork","Euro","1014.07"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Mallow, Cork","Euro","1039.77"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Midleton, Cork","Euro","1151.6"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Millstreet, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Mitchelstown, Cork","Euro","953.92"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Montenotte, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Passage West, Cork","Euro","1307.41"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Rathcormac, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ringaskiddy, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Rochestown, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Skibbereen, Cork","Euro","947.41"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Tivoli, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Tower, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Whitegate, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Wilton, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Youghal, Cork","Euro","968.35"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Donegal","Euro","734.46"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Donegal Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballybofey, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Buncrana, Donegal","Euro","685.24"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Bundoran, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Carndonagh, Donegal","Euro","545.25"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Letterkenny, Donegal","Euro","828.86"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Lifford, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Stranorlar, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin","Euro","2156.18"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Balbriggan, Dublin","Euro","1684.3"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Blackrock, Dublin","Euro","2475.79"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Booterstown, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cabinteely, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Citywest, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dalkey, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Donabate, Dublin","Euro","1907.4"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dun Laoghaire, Dublin","Euro","2759.15"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Glenageary, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Howth, Dublin","Euro","2476.6"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Killiney, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Kinsealy, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Lucan, Dublin","Euro","1927.73"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Lusk, Dublin","Euro","1680.3"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Malahide, Dublin","Euro","2347.49"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Monkstown, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Mount Merrion, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Portmarnock, Dublin","Euro","2510.09"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Rathcoole, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Rush, Dublin","Euro","1622.32"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Saggart, Dublin","Euro","1879.02"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Sandycove, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Shankill, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Skerries, Dublin","Euro","1719.4"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Stepaside, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Stillorgan, Dublin","Euro","2425.48"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Swords, Dublin","Euro","1785"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","I.F.S.C., Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Parnell Street, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Spencer Dock, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Summerhill, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Aungier Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Charlemont Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Grand Canal Dock, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Grand Canal Square, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Hanover Quay, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Lower Mount Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Pearse Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Tara Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Temple Bar, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Townsend Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Clonliffe, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Clontarf, Dublin 3","Euro","2473.6"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Drumcondra, Dublin 3","Euro","2134.99"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","East Wall, Dublin 3","Euro","2146.02"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Eastwall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Fairview, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Marino, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","North Strand, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballsbridge, Dublin 4","Euro","3351.1"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Donnybrook, Dublin 4","Euro","2693.38"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Irishtown, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Merrion, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Pembroke, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ringsend, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Sandymount, Dublin 4","Euro","2742.8"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Artane, Dublin 5","Euro","1953.44"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Killester, Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Raheny, Dublin 5","Euro","2120.94"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dartry, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Harolds Cross, Dublin 6","Euro","2283.96"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Milltown, Dublin 6","Euro","2412.67"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ranelagh, Dublin 6","Euro","2698.43"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Rathgar, Dublin 6","Euro","2350.45"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Rathmines, Dublin 6","Euro","2399.1"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Terenure, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Harolds Cross, Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Templeogue, Dublin 6W","Euro","2013.12"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Terenure, Dublin 6W","Euro","2241.51"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Arbour Hill, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cabra, Dublin 7","Euro","1768.08"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Navan Road, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","North Circular Road, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Phibsboro, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Smithfield, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Stoneybatter, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Christchurch, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Cork Street, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dolphins Barn, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Inchicore, Dublin 8","Euro","1983.52"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Islandbridge, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Kilmainham , Dublin 8","Euro","1985.03"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Portobello, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Rialto, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","South Circular Road, Dublin 8","Euro","2262"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","The Coombe, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Ballymun, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Beaumont, Dublin 9","Euro","1936.9"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Drumcondra, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Glasnevin, Dublin 9","Euro","2020.05"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Santry, Dublin 9","Euro","2122.62"
"RTB Average Monthly Rent Report","2022Q4","Three bed","All property types","Whitehall, Dublin 9","Euro","1859.03"
